PRIM_STATE,AREA,AREA_NAME,OCC_CODE,OCC_TITLE,OCC_GROUP,TOT_EMP,EMP_PRSE,JOBS_1000,LOC QUOTIENT,H_MEAN,A_MEAN,MEAN_PRSE,H_PCT10,H_PCT25,H_MEDIAN,H_PCT75,H_PCT90,A_PCT10,A_PCT25,A_MEDIAN,A_PCT75,A_PCT90,ANNUAL,HOURLY
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-1011,First-Line Supervisors of Retail Sales Workers,detailed,"21,790",2.4,7.092,0.83,23.37,"48,610",1.3,13.27,16.77,21.52,27.72,36.11,"27,600","34,870","44,760","57,660","75,120",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-1012,First-Line Supervisors of Non-Retail Sales Workers,detailed,"5,020",5.0,1.635,0.91,49.27,"102,490",2.6,19.28,27.78,41.48,65.10,89.28,"40,110","57,790","86,280","135,410","185,700",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-2011,Cashiers,detailed,"71,290",3.1,23.205,0.92,11.17,"23,240",0.9,8.39,9.04,10.50,12.00,15.64,"17,460","18,810","21,840","24,960","32,530",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-2012,Gaming Change Persons and Booth Cashiers,detailed,240,25.8,0.078,0.47,14.84,"30,860",12.5,8.82,9.61,12.02,19.43,22.95,"18,350","19,980","24,990","40,420","47,730",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-2021,Counter and Rental Clerks,detailed,"9,190",5.8,2.991,0.93,15.88,"33,020",2.0,9.03,11.06,14.73,18.87,24.59,"18,780","23,010","30,650","39,250","51,160",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-2022,Parts Salespersons,detailed,"3,090",8.6,1.006,0.57,16.22,"33,730",2.6,9.54,11.67,14.69,19.96,24.50,"19,840","24,260","30,560","41,510","50,960",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-2031,Retail Salespersons,detailed,"78,240",2.8,25.468,0.79,13.12,"27,280",1.5,8.61,9.58,11.30,14.33,19.06,"17,900","19,930","23,500","29,810","39,640",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-3011,Advertising Sales Agents,detailed,"1,990",8.3,0.647,0.64,31.90,"66,360",4.6,14.02,19.07,26.31,37.21,54.12,"29,150","39,660","54,720","77,390","112,560",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-3021,Insurance Sales Agents,detailed,"5,690",5.5,1.852,0.67,33.66,"70,020",7.5,14.88,18.04,23.63,40.36,61.47,"30,960","37,520","49,140","83,940","127,850",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-3031,"Securities, Commodities, and Financial Services Sales Agents",detailed,"4,390",9.3,1.428,0.57,48.26,"100,370",5.7,19.26,23.04,34.77,61.78,99.73,"40,050","47,920","72,320","128,510","207,440",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-3041,Travel Agents,detailed,"2,270",9.4,0.740,1.51,22.29,"46,360",5.5,10.95,16.35,19.43,27.69,31.37,"22,780","34,010","40,410","57,600","65,240",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-3099,"Sales Representatives, Services, All Other",detailed,"28,800",3.7,9.376,1.38,40.92,"85,110",2.1,15.73,22.21,33.81,52.80,77.34,"32,710","46,200","70,320","109,830","160,870",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-4011,"Sales Representatives, Wholesale and Manufacturing, Technical and Scientific Products",detailed,"5,070",8.3,1.651,0.71,53.33,"110,930",4.2,21.57,30.51,44.47,69.59,96.55,"44,870","63,460","92,500","144,740","200,830",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-4012,"Sales Representatives, Wholesale and Manufacturing, Except Technical and Scientific Products",detailed,"14,670",4.9,4.774,0.48,40.87,"85,000",5.2,15.71,22.23,30.54,47.14,77.13,"32,680","46,250","63,520","98,060","160,420",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-9011,Demonstrators and Product Promoters,detailed,"1,560",33.7,0.506,0.82,16.97,"35,300",4.7,10.58,12.30,15.31,21.65,24.40,"22,010","25,590","31,840","45,030","50,760",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-9012,Models,detailed,30,21.7,0.011,0.36,16.85,"35,050",14.6,8.71,9.53,15.78,18.06,20.15,"18,120","19,830","32,810","37,570","41,910",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-9021,Real Estate Brokers,detailed,"1,310",18.8,0.426,1.47,45.40,"94,430",8.9,14.03,21.14,36.85,52.81,95.60,"29,180","43,980","76,640","109,840","198,850",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-9022,Real Estate Sales Agents,detailed,"4,160",9.0,1.353,1.25,31.61,"65,740",5.2,12.97,16.44,25.06,43.63,58.88,"26,990","34,180","52,130","90,750","122,470",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-9031,Sales Engineers,detailed,"1,860",13.7,0.606,1.14,64.47,"134,110",4.7,37.22,48.16,60.20,76.34,95.83,"77,410","100,160","125,210","158,790","199,320",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-9041,Telemarketers,detailed,"1,810",12.0,0.589,0.38,13.56,"28,210",2.9,9.53,11.25,13.18,14.71,17.69,"19,820","23,400","27,420","30,590","36,790",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-9091,"Door-to-Door Sales Workers, News and Street Vendors, and Related Workers",detailed,110,39.6,0.036,0.62,14.49,"30,140",15.3,8.12,9.04,10.76,12.24,27.50,"16,880","18,800","22,390","25,460","57,200",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",41-9099,"Sales and Related Workers, All Other",detailed,760,10.3,0.246,0.43,23.02,"47,890",3.9,10.74,14.62,21.04,29.34,38.86,"22,350","30,400","43,770","61,020","80,830",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-0000,Office and Administrative Support Occupations,major,"408,880",0.9,133.097,0.85,21.13,"43,960",0.4,10.61,14.29,19.39,26.45,33.39,"22,070","29,730","40,330","55,010","69,450",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-1011,First-Line Supervisors of Office and Administrative Support Workers,detailed,"31,920",1.9,10.392,1.01,32.74,"68,090",0.7,18.84,23.72,30.09,38.63,49.64,"39,190","49,340","62,590","80,340","103,240",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-2011,"Switchboard Operators, Including Answering Service",detailed,"1,100",11.4,0.357,0.55,16.97,"35,290",5.1,11.04,13.11,15.63,19.44,24.70,"22,970","27,270","32,500","40,430","51,380",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-2021,Telephone Operators,detailed,150,31.9,0.048,0.77,17.67,"36,750",4.9,11.10,13.34,16.62,21.19,27.61,"23,080","27,740","34,560","44,070","57,440",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-2099,"Communications Equipment Operators, All Other",detailed,30,25.4,0.011,0.74,27.94,"58,120",3.2,22.95,25.91,28.25,30.83,32.53,"47,740","53,880","58,760","64,120","67,670",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-3011,Bill and Account Collectors,detailed,"3,710",9.6,1.209,0.57,21.86,"45,470",2.5,13.86,16.59,20.39,26.02,31.41,"28,830","34,500","42,420","54,130","65,330",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-3021,Billing and Posting Clerks,detailed,"7,900",10.7,2.572,0.74,21.15,"44,000",1.4,14.22,16.86,20.29,24.14,30.25,"29,580","35,070","42,200","50,200","62,920",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-3031,"Bookkeeping, Accounting, and Auditing Clerks",detailed,"25,410",2.8,8.270,0.74,23.39,"48,640",0.8,13.94,17.91,22.82,28.49,34.21,"28,980","37,250","47,460","59,250","71,160",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-3051,Payroll and Timekeeping Clerks,detailed,"2,470",5.6,0.804,0.71,26.16,"54,420",1.2,16.58,21.17,25.92,30.21,36.39,"34,480","44,040","53,920","62,840","75,680",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-3061,Procurement Clerks,detailed,"1,520",6.3,0.494,0.96,25.24,"52,510",2.3,16.96,20.63,24.53,28.25,34.30,"35,270","42,910","51,030","58,770","71,350",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-3071,Tellers,detailed,"7,680",4.6,2.500,0.71,15.93,"33,140",1.7,12.06,13.39,15.46,18.15,21.11,"25,080","27,860","32,160","37,750","43,910",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-3099,"Financial Clerks, All Other",detailed,450,19.5,0.145,0.59,22.77,"47,360",5.2,12.49,16.64,21.96,27.73,35.14,"25,980","34,610","45,690","57,680","73,100",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4011,Brokerage Clerks,detailed,460,16.7,0.151,0.35,27.77,"57,770",3.3,17.49,21.36,26.16,30.94,38.78,"36,380","44,430","54,410","64,350","80,650",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4021,Correspondence Clerks,detailed,90,23.4,0.030,0.61,22.54,"46,870",9.1,11.31,16.09,19.64,28.88,36.61,"23,530","33,470","40,850","60,060","76,140",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4031,"Court, Municipal, and License Clerks",detailed,640,6.0,0.210,0.23,21.65,"45,040",2.0,15.15,17.01,19.93,25.35,30.64,"31,520","35,380","41,450","52,720","63,730",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4041,"Credit Authorizers, Checkers, and Clerks",detailed,400,30.1,0.130,0.49,17.60,"36,600",2.7,12.57,14.72,17.05,19.21,24.94,"26,140","30,610","35,460","39,960","51,870",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4051,Customer Service Representatives,detailed,"40,890",3.3,13.310,0.69,19.40,"40,360",0.9,10.51,13.47,18.07,23.77,30.21,"21,860","28,010","37,590","49,440","62,830",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4061,"Eligibility Interviewers, Government Programs",detailed,**,**,**,**,26.73,"55,590",1.5,18.81,21.91,26.46,30.37,36.19,"39,130","45,580","55,030","63,160","75,280",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4071,File Clerks,detailed,"2,160",9.0,0.703,0.75,17.55,"36,500",2.6,9.44,12.27,17.00,21.93,27.15,"19,640","25,530","35,360","45,610","56,480",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4081,"Hotel, Motel, and Resort Desk Clerks",detailed,"4,480",6.5,1.457,0.82,13.27,"27,600",1.7,9.70,10.91,12.76,14.88,18.14,"20,170","22,690","26,530","30,960","37,730",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4111,"Interviewers, Except Eligibility and Loan",detailed,"2,660",10.8,0.867,0.65,17.25,"35,880",2.7,9.99,13.09,16.38,19.43,25.69,"20,790","27,220","34,070","40,420","53,430",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4121,"Library Assistants, Clerical",detailed,"1,790",2.8,0.582,0.83,15.88,"33,040",5.3,8.72,10.05,14.76,20.34,25.09,"18,130","20,900","30,700","42,310","52,180",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4131,Loan Interviewers and Clerks,detailed,"4,680",15.0,1.523,0.95,20.64,"42,940",2.5,13.14,16.20,19.39,24.53,29.85,"27,320","33,700","40,340","51,020","62,090",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4141,New Accounts Clerks,detailed,310,24.0,0.102,0.34,19.57,"40,710",6.0,13.21,14.98,18.13,24.89,28.73,"27,470","31,160","37,710","51,770","59,760",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4151,Order Clerks,detailed,"1,370",10.1,0.445,0.35,17.15,"35,680",2.3,9.10,12.76,16.53,21.23,25.52,"18,930","26,530","34,390","44,160","53,070",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4161,"Human Resources Assistants, Except Payroll and Timekeeping",detailed,"4,080",6.8,1.329,1.36,22.23,"46,240",1.1,15.63,18.67,22.06,26.11,29.68,"32,510","38,830","45,880","54,310","61,740",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4171,Receptionists and Information Clerks,detailed,"25,270",4.1,8.225,1.16,15.35,"31,930",1.6,9.28,11.51,14.64,18.30,23.02,"19,310","23,930","30,440","38,060","47,880",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4181,Reservation and Transportation Ticket Agents and Travel Clerks,detailed,"3,220",11.8,1.050,1.01,19.57,"40,700",4.0,10.64,12.78,18.27,26.73,29.98,"22,130","26,580","38,010","55,600","62,360",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-4199,"Information and Record Clerks, All Other",detailed,"7,970",2.6,2.593,2.18,24.45,"50,860",2.5,15.16,20.63,24.56,28.26,32.06,"31,530","42,910","51,090","58,780","66,690",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5011,Cargo and Freight Agents,detailed,"1,330",15.5,0.434,0.69,20.16,"41,920",10.6,10.28,11.53,17.87,27.80,33.96,"21,380","23,980","37,170","57,820","70,640",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5021,Couriers and Messengers,detailed,"1,000",20.9,0.324,0.61,16.76,"34,860",3.4,10.94,12.23,16.28,20.08,24.49,"22,750","25,440","33,860","41,770","50,940",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5031,"Police, Fire, and Ambulance Dispatchers",detailed,"1,210",12.9,0.395,0.58,23.56,"49,000",2.9,15.84,18.71,22.84,28.31,33.71,"32,960","38,920","47,510","58,890","70,110",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5032,"Dispatchers, Except Police, Fire, and Ambulance",detailed,"2,980",7.5,0.971,0.69,20.03,"41,660",2.4,11.51,14.56,19.47,24.06,30.02,"23,930","30,290","40,490","50,030","62,450",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5041,"Meter Readers, Utilities",detailed,240,17.1,0.079,0.33,20.28,"42,170",5.6,10.97,13.72,18.47,25.75,33.86,"22,820","28,540","38,420","53,560","70,430",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5051,Postal Service Clerks,detailed,"1,430",0.0,0.465,0.80,24.73,"51,440",1.3,15.64,19.60,27.30,27.31,27.88,"32,530","40,770","56,790","56,800","57,980",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5052,Postal Service Mail Carriers,detailed,"6,750",0.0,2.197,0.94,24.21,"50,360",1.1,16.07,17.69,28.13,28.78,29.15,"33,420","36,800","58,520","59,850","60,630",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5053,"Postal Service Mail Sorters, Processors, and Processing Machine Operators",detailed,"3,050",0.0,0.992,1.26,24.32,"50,590",1.9,15.63,19.72,27.30,27.31,27.55,"32,510","41,030","56,780","56,800","57,300",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5061,"Production, Planning, and Expediting Clerks",detailed,"4,660",9.4,1.517,0.66,26.36,"54,840",2.4,16.22,19.87,25.41,30.58,39.25,"33,750","41,340","52,850","63,600","81,630",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5071,"Shipping, Receiving, and Traffic Clerks",detailed,"6,650",6.5,2.164,0.45,17.88,"37,190",1.4,10.85,13.56,17.38,21.80,25.29,"22,570","28,210","36,150","45,340","52,610",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5081,Stock Clerks and Order Fillers,detailed,"35,890",2.7,11.682,0.81,13.40,"27,870",1.0,8.70,9.74,11.69,16.17,21.20,"18,100","20,270","24,320","33,630","44,100",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-5111,"Weighers, Measurers, Checkers, and Samplers, Recordkeeping",detailed,360,11.5,0.118,0.22,17.05,"35,460",3.8,10.57,12.91,16.14,19.60,23.78,"21,990","26,850","33,580","40,770","49,460",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-6011,Executive Secretaries and Executive Administrative Assistants,detailed,"17,160",2.5,5.587,1.24,33.12,"68,900",0.7,21.46,26.51,32.71,38.32,46.18,"44,640","55,140","68,030","79,700","96,060",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-6012,Legal Secretaries,detailed,"6,210",7.4,2.022,1.48,34.93,"72,650",2.1,19.64,26.35,35.97,43.58,48.29,"40,840","54,800","74,820","90,640","100,440",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-6013,Medical Secretaries,detailed,"7,710",6.0,2.509,0.63,18.89,"39,290",2.1,12.84,15.27,17.86,21.80,26.60,"26,710","31,750","37,140","45,340","55,330",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-6014,"Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",detailed,"50,600",2.3,16.471,1.01,20.90,"43,480",1.0,11.84,16.18,20.61,25.42,30.10,"24,640","33,650","42,860","52,870","62,610",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9011,Computer Operators,detailed,770,9.7,0.249,0.75,23.27,"48,410",2.8,13.58,18.40,24.38,28.26,30.86,"28,250","38,280","50,710","58,780","64,190",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9021,Data Entry Keyers,detailed,"3,690",9.2,1.202,0.87,17.06,"35,490",2.1,10.59,13.32,16.49,19.69,25.30,"22,030","27,710","34,300","40,950","52,630",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9022,Word Processors and Typists,detailed,970,14.9,0.316,0.66,21.06,"43,800",3.3,13.55,16.05,20.05,24.44,29.89,"28,180","33,390","41,710","50,840","62,160",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9031,Desktop Publishers,detailed,480,23.9,0.155,1.67,28.37,"59,010",6.0,16.44,21.19,28.13,35.82,39.81,"34,190","44,070","58,520","74,500","82,800",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9041,Insurance Claims and Policy Processing Clerks,detailed,"3,270",8.1,1.066,0.55,19.94,"41,480",3.2,13.05,15.77,18.92,23.09,28.68,"27,140","32,810","39,340","48,030","59,650",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9051,"Mail Clerks and Mail Machine Operators, Except Postal Service",detailed,"3,710",13.9,1.209,1.85,17.24,"35,860",3.8,9.45,12.24,16.96,22.04,24.98,"19,660","25,450","35,280","45,850","51,950",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9061,"Office Clerks, General",detailed,"56,010",2.4,18.232,0.87,18.68,"38,840",1.3,9.71,13.15,17.66,22.91,28.99,"20,200","27,360","36,730","47,650","60,290",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9071,"Office Machine Operators, Except Computer",detailed,"1,720",16.1,0.559,1.35,17.51,"36,420",2.7,11.44,13.80,16.60,20.71,24.62,"23,790","28,710","34,520","43,080","51,210",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9081,Proofreaders and Copy Markers,detailed,300,15.7,0.096,1.18,21.21,"44,130",3.4,15.10,16.92,19.53,24.25,29.41,"31,410","35,190","40,630","50,430","61,170",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9111,Statistical Assistants,detailed,530,23.1,0.172,2.21,24.96,"51,920",2.7,16.96,20.55,24.50,28.87,33.58,"35,270","42,740","50,970","60,050","69,850",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",43-9199,"Office and Administrative Support Workers, All Other",detailed,"5,680",3.0,1.850,1.20,21.30,"44,310",1.9,12.89,15.15,18.82,24.80,32.67,"26,810","31,520","39,150","51,590","67,940",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",45-0000,"Farming, Fishing, and Forestry Occupations",major,"2,160",21.8,0.704,0.21,17.75,"36,930",3.6,10.50,12.54,15.69,22.82,28.02,"21,850","26,080","32,640","47,470","58,290",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",45-1011,"First-Line Supervisors of Farming, Fishing, and Forestry Workers",detailed,190,40.2,0.061,0.44,26.36,"54,820",3.9,18.94,23.39,26.75,29.51,34.06,"39,380","48,660","55,640","61,380","70,830",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",45-2011,Agricultural Inspectors,detailed,**,**,**,**,22.13,"46,020",3.6,17.63,20.27,22.34,24.36,26.16,"36,680","42,170","46,460","50,660","54,410",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",45-2041,"Graders and Sorters, Agricultural Products",detailed,**,**,**,**,13.32,"27,700",7.9,8.64,9.22,13.29,16.90,18.46,"17,970","19,180","27,630","35,150","38,400",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",45-2092,"Farmworkers and Laborers, Crop, Nursery, and Greenhouse",detailed,540,39.8,0.177,0.09,14.66,"30,500",3.7,10.32,11.91,13.57,16.11,21.62,"21,470","24,780","28,230","33,500","44,960",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",45-2093,"Farmworkers, Farm, Ranch, and Aquacultural Animals",detailed,550,12.9,0.178,0.70,16.68,"34,690",5.1,11.52,12.87,14.55,18.56,26.98,"23,970","26,760","30,260","38,600","56,130",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",45-4011,Forest and Conservation Workers,detailed,100,48.9,0.031,0.61,17.61,"36,620",17.0,8.37,9.56,11.17,25.24,36.69,"17,420","19,880","23,230","52,500","76,310",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",45-4022,Logging Equipment Operators,detailed,100,43.0,0.033,0.17,12.95,"26,940",8.0,8.00,8.73,10.49,15.80,23.08,"16,630","18,150","21,830","32,860","48,010",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-0000,Construction and Extraction Occupations,major,"113,950",1.7,37.094,0.93,23.85,"49,620",0.9,13.05,16.53,21.67,29.21,38.96,"27,140","34,390","45,070","60,750","81,030",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-1011,First-Line Supervisors of Construction Trades and Extraction Workers,detailed,"13,970",3.6,4.546,1.19,35.49,"73,820",1.4,22.17,27.25,34.10,42.81,50.52,"46,120","56,670","70,920","89,050","105,080",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2011,Boilermakers,detailed,**,**,**,**,31.00,"64,480",3.7,22.42,26.07,29.74,36.27,43.31,"46,640","54,230","61,860","75,450","90,090",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2021,Brickmasons and Blockmasons,detailed,"1,670",11.5,0.545,1.19,23.79,"49,490",5.6,13.34,19.33,23.44,28.78,33.92,"27,760","40,210","48,750","59,860","70,560",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2022,Stonemasons,detailed,690,24.7,0.225,2.40,23.68,"49,250",5.1,13.02,17.10,23.13,29.64,35.82,"27,090","35,560","48,110","61,660","74,510",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2031,Carpenters,detailed,"12,840",6.1,4.179,0.87,24.07,"50,060",2.3,15.78,18.97,22.80,27.71,33.50,"32,810","39,450","47,420","57,650","69,680",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2041,Carpet Installers,detailed,190,47.9,0.061,0.34,15.09,"31,390",4.3,12.57,13.15,14.12,15.08,20.08,"26,150","27,350","29,360","31,370","41,770",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2042,"Floor Layers, Except Carpet, Wood, and Hard Tiles",detailed,40,43.9,0.013,0.18,20.17,"41,950",3.0,9.78,16.39,18.57,24.95,30.96,"20,350","34,080","38,620","51,890","64,400",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2043,Floor Sanders and Finishers,detailed,90,37.6,0.029,0.90,17.20,"35,780",3.5,13.48,15.50,17.23,18.93,21.84,"28,040","32,240","35,830","39,380","45,430",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2044,Tile and Marble Setters,detailed,610,28.6,0.198,0.76,22.91,"47,650",4.4,15.33,17.70,22.05,27.37,31.46,"31,880","36,820","45,860","56,920","65,430",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2051,Cement Masons and Concrete Finishers,detailed,"3,610",13.2,1.175,0.95,22.02,"45,810",2.2,15.57,18.61,21.75,24.76,29.66,"32,380","38,700","45,240","51,500","61,690",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2061,Construction Laborers,detailed,"18,760",5.3,6.108,0.94,16.66,"34,660",1.4,10.51,13.08,15.99,18.78,24.19,"21,850","27,200","33,260","39,070","50,310",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2071,"Paving, Surfacing, and Tamping Equipment Operators",detailed,"1,030",15.5,0.334,0.90,20.01,"41,620",4.7,13.20,15.36,18.56,23.41,28.99,"27,460","31,950","38,600","48,690","60,290",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2072,Pile-Driver Operators,detailed,30,49.6,0.011,0.45,32.08,"66,730",6.8,20.59,22.55,28.69,42.81,46.56,"42,840","46,910","59,670","89,050","96,840",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2073,Operating Engineers and Other Construction Equipment Operators,detailed,"5,250",7.6,1.708,0.67,22.85,"47,520",1.5,15.26,18.00,22.24,27.36,31.81,"31,740","37,430","46,260","56,900","66,160",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2081,Drywall and Ceiling Tile Installers,detailed,"2,560",8.9,0.835,1.26,20.62,"42,890",2.1,15.51,17.38,20.27,23.22,26.38,"32,270","36,150","42,160","48,290","54,870",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2082,Tapers,detailed,200,22.3,0.066,0.50,19.67,"40,920",4.8,14.05,16.16,18.45,22.50,27.58,"29,230","33,620","38,370","46,810","57,370",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2111,Electricians,detailed,"11,840",7.0,3.853,0.89,27.23,"56,630",2.6,15.65,19.12,25.38,33.77,44.39,"32,550","39,770","52,790","70,230","92,330",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2121,Glaziers,detailed,"1,420",13.6,0.463,1.38,22.85,"47,530",3.9,15.03,19.01,22.44,26.85,31.11,"31,270","39,540","46,680","55,840","64,710",,
DC,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47-2131,"Insulation Workers, Floor, Ceiling, and Wall",detailed,550,32.7,0.180,0.85,18.81,"39,130",2.5,12.00,13.94,17.08,21.59,28.72,"24,960","29,000","35,530","44,920","59,740",,
